ts,pa
2020-09-06 20:04:49,100003
2020-09-06 20:05:49,100008
2020-09-06 20:06:49,100010
2020-09-06 20:07:49,100011
2020-09-06 20:08:49,100010
2020-09-06 20:09:49,100013
2020-09-06 20:10:49,100011
2020-09-06 20:11:49,100013
2020-09-06 20:12:49,100014
2020-09-06 20:13:49,100015
2020-09-06 20:14:49,100014
2020-09-06 20:15:49,100019
2020-09-06 20:16:49,100018
2020-09-06 20:17:49,100014
2020-09-06 20:18:49,100016
2020-09-06 20:19:49,100018
2020-09-06 20:20:49,100021
2020-09-06 20:21:49,100021
2020-09-06 20:22:49,100022
2020-09-06 20:23:49,100028
2020-09-06 20:24:49,100030
2020-09-06 20:25:49,100026
2020-09-06 20:26:49,100026
2020-09-06 20:27:49,100022
2020-09-06 20:28:49,100028
2020-09-06 20:29:49,100032
2020-09-06 20:30:49,100032
2020-09-06 20:31:49,100033
2020-09-06 20:32:49,100037
2020-09-06 20:33:49,100033
2020-09-06 20:34:49,100035
2020-09-06 20:35:49,100038
2020-09-06 20:36:49,100036
2020-09-06 20:37:49,100035
2020-09-06 20:38:49,100034
2020-09-06 20:39:49,100038
2020-09-06 20:40:49,100039
2020-09-06 20:41:50,100037
2020-09-06 20:42:50,100035
2020-09-06 20:43:50,100037
2020-09-06 20:44:50,100035
2020-09-06 20:45:50,100038
2020-09-06 20:46:50,100038
2020-09-06 20:47:50,100038
2020-09-06 20:48:50,100036
2020-09-06 20:49:50,100034
2020-09-06 20:50:50,100035
2020-09-06 20:51:50,100035
2020-09-06 20:52:50,100034
2020-09-06 20:53:50,100038
2020-09-06 20:54:50,100038
2020-09-06 20:55:50,100043
2020-09-06 20:56:50,100043
2020-09-06 20:57:50,100042
2020-09-06 20:58:50,100044
2020-09-06 20:59:50,100044
2020-09-06 21:00:50,100045
2020-09-06 21:01:50,100048
2020-09-06 21:02:50,100050
2020-09-06 21:03:50,100050
2020-09-06 21:04:50,100058
2020-09-06 21:05:50,100060
2020-09-06 21:06:50,100058
2020-09-06 21:07:50,100055
2020-09-06 21:08:50,100056
2020-09-06 21:09:50,100056
2020-09-06 21:10:50,100057
2020-09-06 21:11:50,100057
2020-09-06 21:12:50,100057
2020-09-06 21:13:50,100061
2020-09-06 21:14:50,100063
2020-09-06 21:15:50,100060
2020-09-06 21:16:50,100059
2020-09-06 21:17:50,100058
2020-09-06 21:18:51,100055
2020-09-06 21:19:51,100059
2020-09-06 21:20:51,100056
2020-09-06 21:21:51,100059
2020-09-06 21:22:51,100060
2020-09-06 21:23:51,100055
2020-09-06 21:24:51,100058
2020-09-06 21:25:51,100058
2020-09-06 21:26:51,100058
2020-09-06 21:27:51,100062
2020-09-06 21:28:51,100060
2020-09-06 21:29:51,100063
2020-09-06 21:30:51,100059
2020-09-06 21:31:51,100057
2020-09-06 21:32:51,100055
2020-09-06 21:33:51,100060
2020-09-06 21:34:51,100062
2020-09-06 21:35:51,100057
2020-09-06 21:36:51,100067
2020-09-06 21:37:51,100066
2020-09-06 21:38:51,100071
2020-09-06 21:39:51,100075
2020-09-06 21:40:51,100075
2020-09-06 21:41:51,100075
2020-09-06 21:42:51,100076
2020-09-06 21:43:51,100076
2020-09-06 21:44:51,100078
2020-09-06 21:45:51,100082
2020-09-06 21:46:51,100083
2020-09-06 21:47:51,100082
2020-09-06 21:48:51,100087
2020-09-06 21:49:51,100089
2020-09-06 21:50:51,100093
2020-09-06 21:51:51,100089
2020-09-06 21:52:51,100085
2020-09-06 21:53:51,100084
2020-09-06 21:54:51,100082
2020-09-06 21:55:51,100079
2020-09-06 21:56:51,100084
2020-09-06 21:57:51,100085
2020-09-06 21:58:51,100087
2020-09-06 21:59:51,100090
2020-09-06 22:00:51,100092
2020-09-06 22:01:51,100091
2020-09-06 22:02:51,100094
2020-09-06 22:03:51,100097
2020-09-06 22:04:52,100096
2020-09-06 22:05:52,100099
2020-09-06 22:06:52,100102
2020-09-06 22:07:52,100102
2020-09-06 22:08:52,100105
2020-09-06 22:09:52,100104
2020-09-06 22:10:52,100105
2020-09-06 22:11:52,100107
2020-09-06 22:12:52,100104
2020-09-06 22:13:52,100105
2020-09-06 22:14:52,100105
2020-09-06 22:15:52,100108
2020-09-06 22:16:52,100106
2020-09-06 22:17:52,100108
2020-09-06 22:18:52,100104
2020-09-06 22:19:52,100105
2020-09-06 22:20:52,100103
2020-09-06 22:21:52,100099
2020-09-06 22:22:52,100103
2020-09-06 22:23:52,100100
2020-09-06 22:24:52,100103
2020-09-06 22:25:52,100101
2020-09-06 22:26:52,100102
2020-09-06 22:27:52,100104
2020-09-06 22:28:52,100101
2020-09-06 22:29:52,100101
2020-09-06 22:30:52,100101
2020-09-06 22:31:52,100101
2020-09-06 22:32:52,100102
2020-09-06 22:33:52,100103
2020-09-06 22:34:52,100105
2020-09-06 22:35:52,100105
2020-09-06 22:36:52,100109
2020-09-06 22:37:52,100107
2020-09-06 22:38:52,100108
2020-09-06 22:39:52,100112
2020-09-06 22:40:52,100115
2020-09-06 22:41:52,100117
2020-09-06 22:42:52,100118
2020-09-06 22:43:52,100122
2020-09-06 22:44:52,100122
2020-09-06 22:45:52,100123
2020-09-06 22:46:52,100128
2020-09-06 22:47:52,100131
2020-09-06 22:48:52,100131
2020-09-06 22:49:52,100132
2020-09-06 22:50:52,100137
2020-09-06 22:51:52,100136
2020-09-06 22:52:52,100140
2020-09-06 22:53:52,100140
2020-09-06 22:54:52,100141
2020-09-06 22:55:52,100142
2020-09-06 22:56:52,100142
2020-09-06 22:57:52,100144
2020-09-06 22:58:52,100142
2020-09-06 22:59:52,100145
2020-09-06 23:00:52,100145
2020-09-06 23:01:52,100144
2020-09-06 23:02:52,100144
2020-09-06 23:03:52,100145
2020-09-06 23:04:52,100144
2020-09-06 23:05:52,100144
2020-09-06 23:06:52,100147
2020-09-06 23:07:52,100147
2020-09-06 23:08:52,100147
2020-09-06 23:09:52,100148
2020-09-06 23:10:52,100144
2020-09-06 23:11:52,100144
2020-09-06 23:12:52,100140
2020-09-06 23:13:52,100143
2020-09-06 23:14:52,100141
2020-09-06 23:15:52,100142
2020-09-06 23:16:52,100144
2020-09-06 23:17:52,100144
2020-09-06 23:18:52,100145
2020-09-06 23:19:52,100147
2020-09-06 23:20:52,100149
2020-09-06 23:21:52,100152
2020-09-06 23:22:52,100152
2020-09-06 23:23:52,100151
2020-09-06 23:24:52,100153
2020-09-06 23:25:52,100154
2020-09-06 23:26:52,100155
2020-09-06 23:27:52,100156
2020-09-06 23:28:52,100156
2020-09-06 23:29:52,100156
2020-09-06 23:30:53,100159
2020-09-06 23:31:53,100158
2020-09-06 23:32:53,100158
2020-09-06 23:33:53,100155
2020-09-06 23:34:53,100160
2020-09-06 23:35:53,100156
2020-09-06 23:36:53,100161
2020-09-06 23:37:53,100161
2020-09-06 23:38:53,100162
2020-09-06 23:39:53,100164
2020-09-06 23:40:53,100165
2020-09-06 23:41:53,100169
2020-09-06 23:42:53,100167
2020-09-06 23:43:53,100171
2020-09-06 23:44:53,100169
2020-09-06 23:45:53,100170
2020-09-06 23:46:53,100169
2020-09-06 23:47:53,100168
2020-09-06 23:48:53,100171
2020-09-06 23:49:53,100168
2020-09-06 23:50:53,100167
2020-09-06 23:51:53,100165
2020-09-06 23:52:53,100166
2020-09-06 23:53:53,100170
2020-09-06 23:54:53,100171
2020-09-06 23:55:53,100170
2020-09-06 23:56:53,100178
2020-09-06 23:57:53,100178
2020-09-06 23:58:53,100177
2020-09-06 23:59:53,100177
