ts,pa
2020-09-07 05:45:00,100259
2020-09-07 05:46:00,100259
2020-09-07 05:47:00,100260
2020-09-07 05:48:00,100258
2020-09-07 05:49:00,100260
2020-09-07 05:50:01,100259
2020-09-07 05:51:01,100258
2020-09-07 05:52:01,100255
2020-09-07 05:53:01,100254
2020-09-07 05:54:01,100254
2020-09-07 05:55:01,100257
2020-09-07 05:56:01,100253
2020-09-07 05:57:01,100256
2020-09-07 05:58:01,100255
2020-09-07 05:59:01,100252
2020-09-07 06:00:01,100254
2020-09-07 06:01:01,100256
2020-09-07 06:02:01,100254
2020-09-07 06:03:01,100255
2020-09-07 06:04:01,100255
2020-09-07 06:05:01,100257
2020-09-07 06:06:01,100259
2020-09-07 06:07:01,100255
2020-09-07 06:08:01,100257
2020-09-07 06:09:01,100259
2020-09-07 06:10:01,100261
2020-09-07 06:11:01,100262
2020-09-07 06:12:01,100261
2020-09-07 06:13:01,100264
2020-09-07 06:14:01,100263
2020-09-07 06:15:01,100263
2020-09-07 06:16:01,100267
2020-09-07 06:17:01,100269
2020-09-07 06:18:01,100272
2020-09-07 06:19:01,100273
2020-09-07 06:20:01,100275
2020-09-07 06:21:01,100275
2020-09-07 06:22:01,100275
2020-09-07 06:23:01,100275
2020-09-07 06:24:01,100280
2020-09-07 06:25:01,100286
2020-09-07 06:26:01,100288
2020-09-07 06:27:01,100290
2020-09-07 06:28:02,100291
2020-09-07 06:29:02,100297
2020-09-07 06:30:02,100295
2020-09-07 06:31:02,100295
2020-09-07 06:32:02,100295
2020-09-07 06:33:02,100294
2020-09-07 06:34:02,100292
2020-09-07 06:35:02,100295
2020-09-07 06:36:02,100293
2020-09-07 06:37:02,100295
2020-09-07 06:38:02,100294
2020-09-07 06:39:02,100294
2020-09-07 06:40:02,100294
2020-09-07 06:41:02,100298
2020-09-07 06:42:02,100300
2020-09-07 06:43:02,100299
2020-09-07 06:44:02,100305
2020-09-07 06:45:02,100305
2020-09-07 06:46:02,100302
2020-09-07 06:47:02,100306
2020-09-07 06:48:02,100307
2020-09-07 06:49:02,100311
2020-09-07 06:50:02,100311
2020-09-07 06:51:02,100311
2020-09-07 06:52:02,100311
2020-09-07 06:53:02,100315
2020-09-07 06:54:02,100314
2020-09-07 06:55:02,100315
2020-09-07 06:56:02,100320
2020-09-07 06:57:02,100323
2020-09-07 06:58:02,100327
2020-09-07 06:59:02,100323
2020-09-07 07:00:02,100328
2020-09-07 07:01:02,100328
2020-09-07 07:02:02,100328
2020-09-07 07:03:02,100333
2020-09-07 07:04:02,100333
2020-09-07 07:05:02,100333
2020-09-07 07:06:02,100338
2020-09-07 07:07:03,100338
2020-09-07 07:08:03,100341
2020-09-07 07:09:03,100343
2020-09-07 07:10:03,100344
2020-09-07 07:11:03,100346
2020-09-07 07:12:03,100346
2020-09-07 07:13:03,100341
2020-09-07 07:14:03,100340
2020-09-07 07:15:03,100343
2020-09-07 07:16:03,100343
2020-09-07 07:17:03,100346
2020-09-07 07:18:03,100351
2020-09-07 07:19:03,100349
2020-09-07 07:20:03,100350
2020-09-07 07:21:03,100348
2020-09-07 07:22:03,100350
2020-09-07 07:23:03,100350
2020-09-07 07:24:03,100348
2020-09-07 07:25:03,100351
2020-09-07 07:26:03,100355
2020-09-07 07:27:03,100354
2020-09-07 07:28:03,100355
2020-09-07 07:29:03,100356
2020-09-07 07:30:03,100357
2020-09-07 07:31:03,100356
2020-09-07 07:32:03,100358
2020-09-07 07:33:03,100355
2020-09-07 07:34:03,100360
2020-09-07 07:35:03,100357
2020-09-07 07:36:03,100360
2020-09-07 07:37:03,100362
2020-09-07 07:38:03,100364
2020-09-07 07:39:03,100364
2020-09-07 07:40:03,100367
2020-09-07 07:41:03,100366
2020-09-07 07:42:03,100370
2020-09-07 07:43:03,100368
2020-09-07 07:44:03,100368
2020-09-07 07:45:03,100368
2020-09-07 07:46:04,100369
2020-09-07 07:47:04,100366
2020-09-07 07:48:04,100368
2020-09-07 07:49:04,100367
2020-09-07 07:50:04,100370
2020-09-07 07:51:04,100370
2020-09-07 07:52:04,100373
2020-09-07 07:53:04,100376
2020-09-07 07:54:04,100374
2020-09-07 07:55:04,100380
2020-09-07 07:56:04,100382
2020-09-07 07:57:04,100381
2020-09-07 07:58:04,100384
2020-09-07 07:59:04,100379
2020-09-07 08:00:04,100381
2020-09-07 08:01:04,100379
2020-09-07 08:02:04,100380
2020-09-07 08:03:04,100381
2020-09-07 08:04:04,100384
2020-09-07 08:05:04,100389
2020-09-07 08:06:04,100390
2020-09-07 08:07:04,100393
2020-09-07 08:08:04,100393
2020-09-07 08:09:04,100394
2020-09-07 08:10:04,100397
2020-09-07 08:11:04,100403
2020-09-07 08:12:04,100404
2020-09-07 08:13:04,100407
2020-09-07 08:14:04,100407
2020-09-07 08:15:04,100408
2020-09-07 08:16:04,100409
2020-09-07 08:17:04,100404
2020-09-07 08:18:04,100405
2020-09-07 08:19:04,100403
2020-09-07 08:20:04,100402
2020-09-07 08:21:04,100398
2020-09-07 08:22:04,100397
2020-09-07 08:23:04,100398
2020-09-07 08:24:04,100393
2020-09-07 08:25:05,100389
2020-09-07 08:26:05,100385
2020-09-07 08:27:05,100385
2020-09-07 08:28:05,100386
2020-09-07 08:29:05,100384
2020-09-07 08:30:05,100382
2020-09-07 08:31:05,100391
2020-09-07 08:32:05,100383
2020-09-07 08:33:05,100383
2020-09-07 08:34:05,100382
2020-09-07 08:35:05,100380
2020-09-07 08:36:05,100381
2020-09-07 08:37:05,100378
2020-09-07 08:38:05,100381
2020-09-07 08:39:05,100379
2020-09-07 08:40:05,100380
2020-09-07 08:41:05,100382
2020-09-07 08:42:05,100383
2020-09-07 08:43:05,100382
2020-09-07 08:44:05,100385
2020-09-07 08:45:05,100385
2020-09-07 08:46:05,100387
2020-09-07 08:47:05,100388
2020-09-07 08:48:05,100390
2020-09-07 08:49:05,100393
2020-09-07 08:50:05,100395
2020-09-07 08:51:05,100392
2020-09-07 08:52:05,100391
2020-09-07 08:53:05,100394
2020-09-07 08:54:05,100390
2020-09-07 08:55:05,100392
2020-09-07 08:56:05,100393
2020-09-07 08:57:05,100391
2020-09-07 08:58:05,100392
2020-09-07 08:59:05,100393
2020-09-07 09:00:05,100392
2020-09-07 09:01:05,100392
2020-09-07 09:02:06,100395
2020-09-07 09:03:06,100398
2020-09-07 09:04:06,100402
2020-09-07 09:05:06,100402
2020-09-07 09:06:06,100406
2020-09-07 09:07:06,100405
2020-09-07 09:08:06,100409
2020-09-07 09:09:06,100410
2020-09-07 09:10:06,100412
2020-09-07 09:11:06,100409
2020-09-07 09:12:06,100412
2020-09-07 09:13:06,100411
2020-09-07 09:14:06,100410
2020-09-07 09:15:06,100410
2020-09-07 09:16:06,100410
2020-09-07 09:17:06,100413
2020-09-07 09:18:06,100413
2020-09-07 09:19:06,100414
2020-09-07 09:20:06,100416
2020-09-07 09:21:06,100416
2020-09-07 09:22:06,100417
2020-09-07 09:23:06,100422
2020-09-07 09:24:06,100417
2020-09-07 09:25:06,100417
2020-09-07 09:26:06,100416
2020-09-07 09:27:06,100417
2020-09-07 09:28:06,100418
2020-09-07 09:29:06,100417
2020-09-07 09:30:06,100420
2020-09-07 09:31:06,100422
2020-09-07 09:32:06,100422
2020-09-07 09:33:06,100428
2020-09-07 09:34:06,100427
2020-09-07 09:35:06,100428
2020-09-07 09:36:06,100430
2020-09-07 09:37:06,100427
2020-09-07 09:38:06,100426
2020-09-07 09:39:06,100432
2020-09-07 09:40:06,100430
2020-09-07 09:41:07,100435
2020-09-07 09:42:07,100434
2020-09-07 09:43:07,100436
2020-09-07 09:44:07,100438
2020-09-07 09:45:07,100437
2020-09-07 09:46:07,100438
2020-09-07 09:47:07,100437
2020-09-07 09:48:07,100440
2020-09-07 09:49:07,100440
2020-09-07 09:50:07,100436
2020-09-07 09:51:07,100441
2020-09-07 09:52:07,100439
2020-09-07 09:53:07,100440
2020-09-07 09:54:07,100439
2020-09-07 09:55:07,100439
2020-09-07 09:56:07,100441
2020-09-07 09:57:07,100440
2020-09-07 09:58:07,100441
2020-09-07 09:59:07,100439
2020-09-07 10:00:07,100442
2020-09-07 10:01:07,100438
2020-09-07 10:02:07,100442
2020-09-07 10:03:07,100442
2020-09-07 10:04:07,100444
2020-09-07 10:05:07,100441
2020-09-07 10:06:07,100446
2020-09-07 10:07:07,100445
2020-09-07 10:08:07,100445
2020-09-07 10:09:07,100442
2020-09-07 10:10:07,100443
2020-09-07 10:11:07,100442
2020-09-07 10:12:07,100445
2020-09-07 10:13:07,100443
2020-09-07 10:14:07,100443
2020-09-07 10:15:07,100443
2020-09-07 10:16:07,100444
2020-09-07 10:17:07,100445
2020-09-07 10:18:07,100446
2020-09-07 10:19:07,100444
2020-09-07 10:20:07,100442
2020-09-07 10:21:07,100443
2020-09-07 10:22:07,100446
2020-09-07 10:23:07,100447
2020-09-07 10:24:07,100444
2020-09-07 10:25:07,100448
2020-09-07 10:26:07,100447
2020-09-07 10:27:07,100448
2020-09-07 10:28:07,100448
2020-09-07 10:29:08,100447
2020-09-07 10:30:08,100445
2020-09-07 10:31:08,100445
2020-09-07 10:32:08,100445
2020-09-07 10:33:08,100441
2020-09-07 10:34:08,100442
2020-09-07 10:35:08,100440
2020-09-07 10:36:08,100442
2020-09-07 10:37:08,100445
2020-09-07 10:38:08,100445
2020-09-07 10:39:08,100440
2020-09-07 10:40:08,100445
2020-09-07 10:41:08,100443
2020-09-07 10:42:08,100439
2020-09-07 10:43:08,100442
2020-09-07 10:44:08,100438
2020-09-07 10:45:08,100440
2020-09-07 10:46:08,100441
2020-09-07 10:47:08,100444
2020-09-07 10:48:08,100444
2020-09-07 10:49:08,100446
2020-09-07 10:50:08,100443
2020-09-07 10:51:08,100443
2020-09-07 10:52:08,100443
2020-09-07 10:53:08,100443
2020-09-07 10:54:08,100442
2020-09-07 10:55:08,100447
2020-09-07 10:56:08,100444
2020-09-07 10:57:08,100445
2020-09-07 10:58:08,100446
2020-09-07 10:59:08,100447
2020-09-07 11:00:08,100451
2020-09-07 11:01:08,100450
2020-09-07 11:02:08,100452
2020-09-07 11:03:08,100450
2020-09-07 11:04:08,100452
2020-09-07 11:05:08,100452
2020-09-07 11:06:08,100453
2020-09-07 11:07:08,100452
2020-09-07 11:08:09,100451
2020-09-07 11:09:09,100452
2020-09-07 11:10:09,100452
2020-09-07 11:11:09,100453
2020-09-07 11:12:09,100452
2020-09-07 11:13:09,100449
2020-09-07 11:14:09,100454
2020-09-07 11:15:09,100452
2020-09-07 11:16:09,100452
2020-09-07 11:17:09,100453
2020-09-07 11:18:09,100454
2020-09-07 11:19:09,100452
2020-09-07 11:20:09,100450
2020-09-07 11:21:09,100451
2020-09-07 11:22:09,100454
2020-09-07 11:23:09,100454
2020-09-07 11:24:09,100456
2020-09-07 11:25:09,100459
2020-09-07 11:26:09,100461
2020-09-07 11:27:09,100459
2020-09-07 11:28:09,100460
2020-09-07 11:29:09,100460
2020-09-07 11:30:09,100458
2020-09-07 11:31:09,100463
2020-09-07 11:32:09,100464
2020-09-07 11:33:09,100464
2020-09-07 11:34:09,100463
2020-09-07 11:35:09,100462
2020-09-07 11:36:09,100459
2020-09-07 11:37:09,100459
2020-09-07 11:38:09,100459
2020-09-07 11:39:09,100459
2020-09-07 11:40:09,100466
2020-09-07 11:41:09,100463
2020-09-07 11:42:09,100464
2020-09-07 11:43:09,100462
2020-09-07 11:44:09,100462
2020-09-07 11:45:09,100464
2020-09-07 11:46:10,100462
2020-09-07 11:47:10,100464
2020-09-07 11:48:10,100467
2020-09-07 11:49:10,100466
2020-09-07 11:50:10,100468
2020-09-07 11:51:10,100465
2020-09-07 11:52:10,100466
2020-09-07 11:53:10,100460
2020-09-07 11:54:10,100461
2020-09-07 11:55:10,100463
2020-09-07 11:56:10,100461
2020-09-07 11:57:10,100460
2020-09-07 11:58:10,100461
2020-09-07 11:59:10,100461
2020-09-07 12:00:10,100459
2020-09-07 12:01:10,100465
2020-09-07 12:02:10,100461
2020-09-07 12:03:10,100461
2020-09-07 12:04:10,100462
2020-09-07 12:05:10,100463
2020-09-07 12:06:10,100466
2020-09-07 12:07:10,100463
2020-09-07 12:08:10,100465
2020-09-07 12:09:10,100462
2020-09-07 12:10:10,100464
2020-09-07 12:11:10,100462
2020-09-07 12:12:10,100460
2020-09-07 12:13:10,100463
2020-09-07 12:14:10,100461
2020-09-07 12:15:10,100461
2020-09-07 12:16:10,100461
2020-09-07 12:17:10,100464
2020-09-07 12:18:10,100465
2020-09-07 12:19:10,100465
2020-09-07 12:20:10,100458
2020-09-07 12:21:10,100460
2020-09-07 12:22:10,100458
2020-09-07 12:23:10,100456
2020-09-07 12:24:10,100458
2020-09-07 12:25:10,100458
2020-09-07 12:26:10,100460
2020-09-07 12:27:11,100457
2020-09-07 12:28:11,100462
2020-09-07 12:29:11,100465
2020-09-07 12:30:11,100463
2020-09-07 12:31:11,100462
2020-09-07 12:32:11,100461
2020-09-07 12:33:11,100458
2020-09-07 12:34:11,100457
2020-09-07 12:35:11,100457
2020-09-07 12:36:11,100457
2020-09-07 12:37:11,100455
2020-09-07 12:38:11,100456
2020-09-07 12:39:11,100454
2020-09-07 12:40:11,100451
2020-09-07 12:41:11,100446
2020-09-07 12:42:11,100449
2020-09-07 12:43:11,100446
2020-09-07 12:44:11,100444
2020-09-07 12:45:11,100446
2020-09-07 12:46:11,100446
2020-09-07 12:47:11,100448
2020-09-07 12:48:11,100448
2020-09-07 12:49:11,100444
2020-09-07 12:50:11,100444
2020-09-07 12:51:11,100444
2020-09-07 12:52:11,100444
2020-09-07 12:53:11,100446
2020-09-07 12:54:11,100450
2020-09-07 12:55:11,100449
2020-09-07 12:56:11,100446
2020-09-07 12:57:11,100447
2020-09-07 12:58:11,100447
2020-09-07 12:59:11,100436
2020-09-07 13:00:11,100441
2020-09-07 13:01:11,100445
2020-09-07 13:02:11,100442
2020-09-07 13:03:11,100447
2020-09-07 13:04:11,100442
2020-09-07 13:05:11,100445
2020-09-07 13:06:11,100448
2020-09-07 13:07:11,100447
2020-09-07 13:08:12,100449
2020-09-07 13:09:12,100448
2020-09-07 13:10:12,100448
2020-09-07 13:11:12,100445
2020-09-07 13:12:12,100442
2020-09-07 13:13:12,100439
2020-09-07 13:14:12,100437
2020-09-07 13:15:12,100437
2020-09-07 13:16:12,100442
2020-09-07 13:17:12,100442
2020-09-07 13:18:12,100439
2020-09-07 13:19:12,100440
2020-09-07 13:20:12,100440
2020-09-07 13:21:12,100441
2020-09-07 13:22:12,100440
2020-09-07 13:23:12,100438
2020-09-07 13:24:12,100435
2020-09-07 13:25:12,100437
2020-09-07 13:26:12,100439
2020-09-07 13:27:12,100438
2020-09-07 13:28:12,100444
2020-09-07 13:29:12,100438
2020-09-07 13:30:12,100449
2020-09-07 13:31:12,100445
2020-09-07 13:32:12,100443
2020-09-07 13:33:12,100446
2020-09-07 13:34:12,100445
2020-09-07 13:35:12,100444
2020-09-07 13:36:12,100443
2020-09-07 13:37:12,100440
2020-09-07 13:38:12,100438
2020-09-07 13:39:12,100437
2020-09-07 13:40:12,100437
2020-09-07 13:41:12,100435
2020-09-07 13:42:12,100435
2020-09-07 13:43:12,100435
2020-09-07 13:44:12,100436
2020-09-07 13:45:12,100439
2020-09-07 13:46:12,100435
2020-09-07 13:47:12,100436
2020-09-07 13:48:12,100435
2020-09-07 13:49:12,100433
2020-09-07 13:50:12,100433
2020-09-07 13:51:12,100436
2020-09-07 13:52:12,100435
2020-09-07 13:53:12,100438
2020-09-07 13:54:12,100444
2020-09-07 13:55:12,100441
2020-09-07 13:56:12,100440
2020-09-07 13:57:12,100443
2020-09-07 13:58:12,100442
2020-09-07 13:59:12,100440
2020-09-07 14:00:12,100445
2020-09-07 14:01:13,100441
2020-09-07 14:02:13,100445
2020-09-07 14:03:13,100440
2020-09-07 14:04:13,100444
2020-09-07 14:05:13,100441
2020-09-07 14:06:13,100442
2020-09-07 14:07:13,100440
2020-09-07 14:08:13,100440
2020-09-07 14:09:13,100437
2020-09-07 14:10:13,100438
2020-09-07 14:11:13,100437
2020-09-07 14:12:13,100437
2020-09-07 14:13:13,100439
2020-09-07 14:14:13,100440
2020-09-07 14:15:13,100433
2020-09-07 14:16:13,100435
2020-09-07 14:17:13,100436
2020-09-07 14:18:13,100437
2020-09-07 14:19:13,100434
2020-09-07 14:20:13,100436
2020-09-07 14:21:13,100437
2020-09-07 14:22:13,100437
2020-09-07 14:23:13,100436
2020-09-07 14:24:13,100436
2020-09-07 14:25:13,100433
2020-09-07 14:26:13,100434
2020-09-07 14:27:13,100435
2020-09-07 14:28:13,100429
2020-09-07 14:29:13,100430
2020-09-07 14:30:13,100427
2020-09-07 14:31:13,100428
2020-09-07 14:32:13,100429
2020-09-07 14:33:13,100429
2020-09-07 14:34:13,100427
